Lobbying Firm,Client Prefix,Client First Name,Client Middle,Client Last Name,Client Suffix,Report Quarter,Report Year,Amount Paid,Lobbying Firm Quarterly Report
Armbruster Goldsmith & Delvac LLP,,Dean & Shannon,,Factor,,1,2013,$578.60,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,,,Fifield Companies,,1,2013,$9433.77,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,,,"Frost/Chaddock Developers, LLC",,1,2013,$6723.61,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,,,Genton Property Group,,1,2013,$24205.87,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,,,JCDecaux Airport; Inc,,1,2013,$11250.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,,,Legacy Partners,,1,2013,$5423.23,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,,,Lincoln Property Company,,1,2013,$859.38,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,,,Los Angeles Country Club,,1,2013,$3050.76,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,,,M David Paul,,1,2013,$22948.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,,,MGA North LLC,,1,2013,$6372.38,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,,,Marlborough School,,1,2013,$5847.89,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,,,"Next Century Associates, LLC",,1,2013,$26301.73,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,,,"Outparcel Investment Partners VI, LLC",,1,2013,$3171.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,,,Starwood Hotels and Resorts Worldwide,,1,2013,$3289.75,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,,,Target Corporation,,1,2013,$92976.47,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,,,The Buckley School,,1,2013,$596.63,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,,,The Hanover Company (for UDR),,1,2013,$3106.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,,,The Macerich Company,,1,2013,$12640.89,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,,,The Martin Group,,1,2013,$7439.51,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,,,"TriStar Realty Group, LLC",,1,2013,$2500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,,,University of Southern California ,,1,2013,$38994.66,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,,,United Technologies Corporation,,1,2013,$7433.75,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,,,Walgreens,,1,2013,$4591.06,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,,,Wilcox Melrose Residential II LLC,,1,2013,$931.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,Brian ,,Woram,,1,2013,$1464.09,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,,,Academy of Motion Picture Arts & Sciences,,1,2013,$68257.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
"Michael S. Woodward, Attorney",,,,"Pacific Charter School Development, Inc.",,1,2013,$11274.40,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15060
Kindel Gagan,,,,American Chemistry Council,,1,2013,$55373.40,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15078
Kindel Gagan,,,,AT&T INC. AND ITS AFFILIATES,,1,2013,$7500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15078
Kindel Gagan,,,,Aviation Safeguards,,1,2013,$48191.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15078
Kindel Gagan,,,,Baxter BioScience,,1,2013,$17500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15078
Kindel Gagan,,,,"Birdi & Associates, Inc.",,1,2013,$7075.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15078
Kindel Gagan,,,,Central City East Association,,1,2013,$500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15078
Kindel Gagan,,,,Century West BMW & MINI Universal City,,1,2013,$1843.75,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15078
Kindel Gagan,,,,"Chef Robert Catering, Inc. on behalf of the Motion Picture & Television Catering Association",,1,2013,$4800.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15078
Kindel Gagan,,,,DWP Mgmt Employees Assn,,1,2013,$14946.29,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15078
Kindel Gagan,,,,Exelon Corporation on behalf of Constellation Energy,,1,2013,$22647.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15078
Kindel Gagan,,,,LA Auto Show,,1,2013,$10164.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15078
Kindel Gagan,,,,Greater LA New Car Dealers Assn,,1,2013,$13357.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15078
Kindel Gagan,,,,Hudson Group,,1,2013,$44075.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15078
Kindel Gagan,,,,"National Promotions & Advertising, Inc.",,1,2013,$12002.20,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15078
Kindel Gagan,,,,"Praxair, Inc. - Danbury, CT",,1,2013,$12000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15078
Kindel Gagan,,,,"Recording Industry Association of America, Inc.",,1,2013,$7000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15078
Kindel Gagan,,,,"Sonic Automotive, Inc.",,1,2013,$1943.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15078
Kindel Gagan,,,,Spilo Worldwide,,1,2013,$7575.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15078
Kindel Gagan,,,,Super Shuttle Los Angeles,,1,2013,$20000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15078
Kindel Gagan,,,,Tower Lane Properties Inc.,,1,2013,$25102.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15078
Kindel Gagan,,,,United Airlines,,1,2013,$12507.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15078
Holland & Knight,,,,"Airport Connection, Inc.",,1,2013,$10000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15083
Holland & Knight,,,,Arcadis US Inc.,,1,2013,$12500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15083
Holland & Knight,,,,California Sign Association (CSA),,1,2013,$3000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15083
Holland & Knight,,,,CBS Outdoor Inc.,,1,2013,$20044.72,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15083
Holland & Knight,,,,McDonald's Corporation,,1,2013,$22000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15083
Greenberg Traurig LLP,,,,CBS  Decaux,,1,2013,$1310.40,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15087
Richard Alatorre,,,,Elder Care Development,,1,2013,$10000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15095
Richard Alatorre,,,,I Love L.A.,,1,2013,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15095
Richard Alatorre,,,,Mike Roos & Company on behalf of Bell Cab,,1,2013,$7500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15095
Richard Alatorre,,,,Mike Roos and Company on behalf of Duncan Solutions,,1,2013,$9000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15095
"Glaser, Weil, Fink, Jacobs, Howard, Avchen & Shapiro, LLP",,,,Evo Homeowners Association,,2,2013,$500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15096
"Glaser, Weil, Fink, Jacobs, Howard, Avchen & Shapiro, LLP",,,,LA Urban Homes,,2,2013,$1900.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15096
"Glaser, Weil, Fink, Jacobs, Howard, Avchen & Shapiro, LLP",,,,Otis College of Art and Design,,2,2013,$13426.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15096
"Glaser, Weil, Fink, Jacobs, Howard, Avchen & Shapiro, LLP",,,,Westport Realty,,2,2013,$13969.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15096
"Planning Associates, Inc.",,,,2012 MS California Revocable Trust,,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15114
"Planning Associates, Inc.",,,,Creative Industrial LLC,,1,2013,$1400.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15114
"Planning Associates, Inc.",,,,Hollenbeck Palms,,1,2013,$1000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15114
"Planning Associates, Inc.",,,,Kaiser Permanente,,1,2013,$1800.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15114
"Planning Associates, Inc.",,,,Porter Ranch Development Company,,1,2013,$5550.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15114
"Planning Associates, Inc.",,,,"Roll Properties International, Inc.",,1,2013,$900.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15114
"Planning Associates, Inc.",,,,Selan Family Trust,,1,2013,$1000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15114
"Planning Associates, Inc.",,,,"SSBG, LLC",,1,2013,$2300.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15114
"Planning Associates, Inc.",,,,"Weddington Golf and Tennis, LLC",,1,2013,$800.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15114
"Planning Associates, Inc.",,,,"Wilshire Gayley, LLC",,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15114
Sage Advisors Inc,,,,AECOM,,1,2013,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15132
Sage Advisors Inc,,,,AEG,,1,2013,$50000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15132
Sage Advisors Inc,,,,"AIRBUS AMERICAS, INC.",,1,2013,$30000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15132
Sage Advisors Inc,,,,Apartment Investment and Management Company,,1,2013,$30000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15132
Sage Advisors Inc,,,,"CA, INC.",,1,2013,$17000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15132
Sage Advisors Inc,,,,CALIFORNIA STATE PIPE TRADES AND DISTRICT COUNCIL 16,,1,2013,$5000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15132
Sage Advisors Inc,,,,DFS GROUP L.P. / DFS NORTH AMERICA,,1,2013,$14000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15132
Sage Advisors Inc,,,,Emerson College,,1,2013,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15132
Sage Advisors Inc,,,,"FELD ENTERTAINMENT, INC.",,1,2013,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15132
Sage Advisors Inc,,,,"HEALTH NET, INC.",,1,2013,$25000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15132
Sage Advisors Inc,,,,"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL 11",,1,2013,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15132
Sage Advisors Inc,,,,"International Brotherhood of Electrical Workers, Local 18",,1,2013,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15132
Sage Advisors Inc,,,,"NBCUniversal Media, LLC",,1,2013,$10000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15132
Sage Advisors Inc,,,,"Oracle America, Inc. ",,1,2013,$7500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15132
Sage Advisors Inc,,,,"SHANGRI-LA CONSTRUCTION, LP",,1,2013,$30000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15132
Sage Advisors Inc,,,,TITAN OUTDOOR LLC,,1,2013,$7500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15132
Sage Advisors Inc,,,,K ROAD POWER,,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15132
Sage Advisors Inc,,,,WESTFIELD,,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15132
Sage Advisors Inc,,,,"XEROX BUSINESS SERVICES, LLC & ITS AFFILIATES",,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15132
Marathon Communications Inc,,,,Academy of Motion Picture Arts and Sciences,,1,2013,$22727.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15134
Marathon Communications Inc,,,,"Bechtel Development Company, Inc. for Soda Mountain Solar, LLC",,1,2013,$24000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15134
Marathon Communications Inc,,,,Burbank-Glendale-Pasadena Airport Authority,,1,2013,$16000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15134
Marathon Communications Inc,,,,Casden West LA LLC,,1,2013,$118722.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15134
Marathon Communications Inc,,,,DFS North America,,1,2013,$10656.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15134
Marathon Communications Inc,,,,HNTB Corporation,,1,2013,$30110.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15134
Marathon Communications Inc,,,,iStar Financial,,1,2013,$56168.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15134
Marathon Communications Inc,,,,Mayer Brown LLP on behalf of Summit Media LLC,,1,2013,$24000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15134
Marathon Communications Inc,,,,Millennium Partners,,1,2013,$84543.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15134
Marathon Communications Inc,,,,Rainbow Environmental Services,,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15134
Marathon Communications Inc,,,,Target Corporation,,1,2013,$25917.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15134
Marathon Communications Inc,,,,The Ratkovich Company,,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15134
Marathon Communications Inc,,,,Townscape Partners,,1,2013,$8648.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15134
Rick Taylor and Associates,,,,Paramount Construction,,1,2013,$12000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15140
McDermott Consulting Inc.,,,,"Marathon Communications, Inc. on behalf of Bob Hope Airport ",,1,2013,$28691.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15143
Eric Shabsis Public Affairs,,,,CVS,,1,2013,$15075.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15147
Eric Shabsis Public Affairs,,,,"Marathon Communications, Inc on behalf of Bechtel Development Corp, Inc. ",,1,2013,$1674.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15147
Eric Shabsis Public Affairs,,,,Marathon Communications on behalf of IStar Financial,,1,2013,$5398.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15147
Eric Shabsis Public Affairs,,,,"Marathon Communications, Inc. on behalf of Rainbow Environmental Services",,1,2013,$2653.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15147
Eric Shabsis Public Affairs,,,,"Marathon Communications, Inc. on behalf of Summit Media, LLC",,1,2013,$10886.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15147
Eric Shabsis Public Affairs,,,,Sam Schwartz Engineering,,1,2013,$9075.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15147
Sugerman Communications Group,,,,Archer School for Girls,,1,2013,$2125.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15152
Sugerman Communications Group,,,,"Capri Urban Baldwin, LLC; Capri Urban Crenshaw, LLC",,1,2013,$1750.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15152
Sugerman Communications Group,,BRUCE & MARTHA,,KARSH,,1,2013,$15600.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15152
Sugerman Communications Group,,,,Boston Global Investors (BGI),,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15152
Gresham Savage Nolan & Tilden,,,,Wal-Mart Real Estate Business Trust ,,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15157
Manatt Phelps & Phillips LLP,,,,AMDA College and Conservatory of the Performing Arts,,1,2013,$5344.09,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15160
Manatt Phelps & Phillips LLP,,Lundberg,,Andy,,1,2013,$4456.48,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15160
Manatt Phelps & Phillips LLP,,Benjamin,,Lee,,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15160
Manatt Phelps & Phillips LLP,,William ,,Burnside,,1,2013,$178.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15160
Manatt Phelps & Phillips LLP,,,,Raytheon Company,,1,2013,$258.75,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15160
Manatt Phelps & Phillips LLP,,,,"Regency Outdoor Advertising, Inc.",,1,2013,$7752.07,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15160
Manatt Phelps & Phillips LLP,,,,Sidewalk Enterprises,,1,2013,$1963.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15160
Manatt Phelps & Phillips LLP,,,,The Bea Arthur Trust,,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15160
Manatt Phelps & Phillips LLP,,,,"Wal-Mart Stores, Inc.",,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15160
Manatt Phelps & Phillips LLP,,,,"Xerox Business Services, LLC and its Affiliates",,1,2013,$2829.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15160
"Kosmont & Associates, Inc. dba Kosmont Companies",,,,Kilroy Realty LP,,1,2013,$1521.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15167
"Kosmont & Associates, Inc. dba Kosmont Companies",,,,Gateway to L.A. PBID,,1,2013,$9345.30,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15167
