Page Title,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit
Yoga for Beginners | City of Los Angeles,10,7,0:01:32,0,0%,10%
Zoo Docent & Student Volunteers | City of Los Angeles,10,9,0:01:45,5,80%,60%
Zoo Group Rate Admission Tickets | City of Los Angeles,10,9,0:01:20,5,60%,60%
Abandoned Vehicles - The City of Los Angeles,9,9,0:00:00,8,100%,100%
ACE Academy -- LAX | City of Los Angeles,9,8,0:00:32,2,100%,33.33%
Administrative Services | City of Los Angeles,9,9,0:07:47,5,20%,66.67%
Affirmative Action Monitoring of City Contractors | City of Los Angeles,9,8,0:00:26,3,100%,55.56%
AIRPORT GUIDE 0845 (REVISED 02/04/15) R | City of Los Angeles,9,8,0:03:59,0,0%,66.67%
Area Planning Commissions (APC) | City of Los Angeles,9,7,0:04:02,0,0%,44.44%
"Ballet, Hip Hop, Piano, Gymnastics, Cheerleading, Karate, Zumba, Zumbastep (02/15/2015) | City of Los Angeles",9,8,0:00:55,3,66.67%,33.33%
"Board of L.A. Convention & Tourism Development - Feb. 4, 2015 | City of Los Angeles",9,7,0:00:35,0,0%,22.22%
BOARD OF PUBLIC WORKS WILL HOLD ITS FEBRUARY 9 MEETING AT THE CALIFORNIA SCIENCE CENTER | City of Los Angeles,9,6,0:00:46,2,50%,22.22%
Building Construction Permits - The City of Los Angeles,9,8,0:04:25,5,80%,55.56%
Business Improvement District (BID) Program | City of Los Angeles,9,9,0:00:29,4,75%,55.56%
Central Area Planning Commission Meeting Agenda - Corrected | City of Los Angeles,9,6,0:00:37,1,100%,22.22%
Citizenship Class | City of Los Angeles,9,9,0:00:45,1,100%,11.11%
City Calendar - The City of Los Angeles,9,8,0:00:25,2,50%,44.44%
Commonly asked questions | City of Los Angeles,9,8,0:00:41,0,0%,11.11%
Commuter Express | City of Los Angeles,9,8,0:01:45,3,0%,55.56%
Computer Class - MS Word & MS Excel | City of Los Angeles,9,8,0:00:38,1,0%,11.11%
Council District 10 | City of Los Angeles,9,9,0:01:13,1,100%,66.67%
Covered California: Information & Enrollment | City of Los Angeles,9,8,0:00:14,6,83.33%,66.67%
Dept of Neighborhood Empowerment - Personnel | City of Los Angeles,9,9,0:00:45,4,75%,55.56%
El Pueblo Visitor Center and Avila Adobe Museum | City of Los Angeles,9,9,0:01:36,5,80%,66.67%
"Employment Verification-City Clerk, Mayor, Council | City of Los Angeles",9,9,0:01:37,4,75%,55.56%
Entradas Zoo de Admisií_n General | Ciudad de Los íngeles,9,6,0:08:23,6,66.67%,66.67%
Family Storytime - Valentine's Day | City of Los Angeles,9,8,0:00:25,7,71.43%,66.67%
Feedback Regarding Senior Programs | City of Los Angeles,9,7,0:00:23,4,50%,55.56%
Fire Dept. Community Relations | City of Los Angeles,9,7,0:00:26,3,100%,66.67%
Flood Zone and Insurance Information | City of Los Angeles,9,7,0:09:16,5,60%,77.78%
Fïoldal | City of Los Angeles,9,6,0:00:39,6,66.67%,44.44%
Friends of the Library Used Book Sale | City of Los Angeles,9,8,0:00:24,1,100%,33.33%
General Services | City of Los Angeles,9,7,0:03:24,0,0%,44.44%
Housing and Community Investment Department Employee Verification | City of Los Angeles,9,9,0:00:25,5,80%,88.89%
Human Relations Commission Regular Meeting | City of Los Angeles,9,5,0:00:13,0,0%,11.11%
Imposing Living Wage / Hotel Employees / Hotels with 100 Rooms or more / Citywide Economic Impacts / Study and Public Input | City of Los Angeles,9,8,0:00:16,0,0%,11.11%
Information about Roadwork in Progress | City of Los Angeles,9,9,0:01:38,2,100%,55.56%
Japanese Garden Rental for Special Occasions | City of Los Angeles,9,9,0:00:00,5,40%,100%
La Plaza de Cultura y Artes | City of Los Angeles,9,7,0:03:39,4,50%,55.56%
"Laws, Ordinances, Rules, and Codes | City of Los Angeles",9,7,0:00:35,2,0%,22.22%
LICENSED VOCATIONAL NURSE 2332 | City of Los Angeles,9,8,0:06:42,2,50%,55.56%
Licensing | City of Los Angeles,9,8,0:02:33,1,0%,55.56%
Los Angeles World Airports Employee Verification | City of Los Angeles,9,9,0:00:25,5,100%,66.67%
Municipal Facilities Committee Special Meeting | City of Los Angeles,9,3,0:00:29,2,0%,11.11%
Planning and Zoning - The City of Los Angeles,9,9,0:00:18,0,0%,11.11%
Public Access Defibrillator Program (PAD) | City of Los Angeles,9,8,0:12:46,8,87.5%,88.89%
Pumpkin and Christmas Tree Lots Permits | City of Los Angeles,9,8,0:07:17,7,85.71%,88.89%
PW/Process Payroll & Personnel Transactions | City of Los Angeles,9,7,0:00:16,0,0%,0%
Recorded Bid Results | City of Los Angeles,9,8,0:05:32,1,0%,33.33%
Recreation and Parks Film and Photo Permits | City of Los Angeles,9,8,0:06:00,3,33.33%,44.44%
Recreation and Parks Senior Citizen Center | City of Los Angeles,9,8,0:01:06,6,83.33%,77.78%
Road and Traffic Information | City of Los Angeles,9,5,0:02:39,2,50%,33.33%
Status of claims already filed against the City | City of Los Angeles,9,6,0:00:43,0,0%,11.11%
Status of Tentative Parcel Maps - The City of Los Angeles,9,6,0:04:51,6,66.67%,55.56%
Status of Tentative Subdivision Maps | City of Los Angeles,9,7,0:00:12,1,0%,44.44%
Tobacco Retailer's Permit Renewal Information | City of Los Angeles,9,9,0:14:13,6,33.33%,88.89%
Tours | Ciudad de Los íngeles,9,9,0:01:06,0,0%,44.44%
Tract map Information | City of Los Angeles,9,9,0:02:46,2,50%,33.33%
Traffic Flow Improvements | City of Los Angeles,9,7,0:01:47,0,0%,55.56%
Traffic Records & Design Plan Information | City of Los Angeles,9,6,0:04:06,3,33.33%,44.44%
Unobstructed City Sidewalks / Unattended Property / Los Angeles Municipal Code / Amendment | City of Los Angeles,9,9,0:00:17,0,0%,22.22%
Used Book Sale | City of Los Angeles,9,9,0:00:06,0,0%,11.11%
Wood Frame Provisions for One Story Residential Construction | City of Los Angeles,9,9,0:02:51,6,66.67%,77.78%
Workers' Compensation - Sworn Police Claims | City of Los Angeles,9,9,0:00:41,5,100%,66.67%
Zoo Guided Tours | City of Los Angeles,9,8,0:01:36,2,0%,11.11%
ï__¬ | æëé Ë _Ë Ê__µéµ,9,5,0:00:49,5,60%,55.56%
Affordable Care Act Information & Enrollment | City of Los Angeles,8,8,0:01:19,1,100%,12.5%
African-American Inventors - Black History Month Event | City of Los Angeles,8,8,0:00:40,6,83.33%,75%
Assistant General Manager / Department of Recreation and Parks | City of Los Angeles,8,5,0:00:44,0,0%,0%
Avalon and Gage Park Grand Opening - Press Release | City of Los Angeles,8,6,0:04:50,6,16.67%,62.5%
"Ballet, Hip Hop, Piano, Gymnastics, Cheerleading, Karate, Zumba, Zumbastep (02/04/2015) | City of Los Angeles",8,8,0:00:52,0,0%,0%
"Ballet, Hip Hop, Piano, Gymnastics, Cheerleading, Karate, Zumba, Zumbastep (02/10/2015) | City of Los Angeles",8,8,0:00:42,1,100%,25%
"Ballet, Hip Hop, Piano, Gymnastics, Cheerleading, Karate, Zumba, Zumbastep (02/12/2015) | City of Los Angeles",8,7,0:00:14,0,0%,12.5%
"Ballet, Hip Hop, Piano, Gymnastics, Cheerleading, Karate, Zumba, Zumbastep (02/19/2015) | City of Los Angeles",8,7,0:00:14,2,100%,37.5%
Board of Public Works Meetings - The City of Los Angeles,8,5,0:06:05,2,50%,37.5%
Borrowing Library Materials | City of Los Angeles,8,5,0:05:34,1,0%,37.5%
Bureau of Street Services Complaints - The City of Los Angeles,8,8,0:00:22,7,100%,87.5%
City Government | ö_óöçöö_ö Los Angeles,8,4,0:01:29,0,0%,25%
Citywide General Plan Elements | City of Los Angeles,8,8,0:01:42,0,0%,25%
"Community Redevelopment Agency, Comments and Complaints | City of Los Angeles",8,8,0:00:46,1,100%,12.5%
Council District 6 | City of Los Angeles,8,6,0:00:33,3,33.33%,25%
Council Meeting Video | City of Los An,8,8,0:10:05,1,0%,75%
CRA/LA Employment/Personnel Inquiries | City of Los Angeles,8,6,0:00:28,0,0%,25%
Education & Neighborhoods Committee Meeting - CANCELLED | City of Los Angeles,8,5,0:01:57,3,0%,25%
"Election Day Reminder for the 2015 Primary Nominating Election, March 3, 2015 | City of Los Angeles",8,6,0:00:15,0,0%,50%
English Class (ESL) | City of Los Angeles,8,7,0:00:20,2,50%,25%
"Ethics Commission, City | City of Los Angeles",8,8,0:00:26,0,0%,75%
Facilities Management Division - LAPD | City of Los Angeles,8,7,0:00:43,4,50%,50%
Family Caregiver Services | City of Los Angeles,8,6,0:11:19,0,0%,37.5%
Farmers Market | City of Los Angeles,8,7,0:02:02,3,33.33%,37.5%
"February 18, 2015 - Special Agenda | City of Los Angeles",8,4,0:00:16,0,0%,0%
Fixed Base Operators-VNY | City of Los Angeles,8,7,0:01:50,7,57.14%,87.5%
Flyaway Bus service Union Station - LAX | City of Los Angeles,8,7,0:05:06,1,0%,50%
Food Service Establishment Waste Disposal Requirements - The City of Los Angeles,8,7,0:00:35,7,85.71%,87.5%
Fí_r Residents | Stadt Los Angeles,8,8,0:00:41,0,0%,12.5%
Fí_r Unternehmen | Stadt Los Angeles,8,5,0:01:41,0,0%,25%
General Information | City of Los Angeles,8,8,0:01:58,1,100%,50%
Hiking | City of Los Angeles,8,8,0:01:28,0,0%,25%
Information Technology Agency Vendor Payments | City of Los Angeles,8,8,0:00:22,1,100%,25%
Inspection Fire Sprinklers | City of Los Angeles,8,8,0:02:25,4,75%,50%
Inspection of Plumbing - The City of Los Angeles,8,5,0:00:46,5,80%,62.5%
Internal Transfer Opportunities - The City of Los Angeles,8,7,0:00:40,1,100%,25%
LADOT Comments and Complaints | City of Los Angeles,8,8,0:01:03,3,33.33%,37.5%
LAFD Uniform Safety Officer Hires Prepayment | City of Los Angeles,8,8,0:00:14,6,100%,75%
LAHSA General Information | City of Los Angeles,8,7,0:06:19,1,0%,37.5%
Los Angeles Green Taxi Program - Status Update Through CY 2014 (2015-02-19) #6 | City of Los Angeles,8,4,0:00:06,0,0%,0%
Los Angeles Police Memorial Foundation | City of Los Angeles,8,8,0:00:00,8,100%,100%
Media Relations & Community Affairs Group - LAPD | City of Los Angeles,8,8,0:00:50,8,50%,87.5%
More Press Releases - The City of Los Angeles,8,3,0:03:52,2,50%,37.5%
Office of Operations - LAPD | City of Los Angeles,8,8,0:00:34,7,71.43%,62.5%
Office of the City Administrative Officer Personnel Information - The City of Los Angeles,8,8,0:00:19,0,0%,12.5%
"Parks, Gí_rten, & Strí_nde | Stadt Los Angeles",8,3,0:02:06,1,0%,12.5%
Permit Fee | City of Los Angeles,8,8,0:06:50,4,50%,75%
Picnic Permits | City of Los Angeles,8,8,0:00:27,4,75%,62.5%
"Planning and Land Use Management Committee Meeting, CANCELLED | City of Los Angeles",8,6,0:00:35,0,0%,37.5%
Police Auctions - The City of Los Angeles,8,8,0:00:00,8,100%,100%
Police Headquarters Facility - LAPD | City of Los Angeles,8,8,0:00:00,5,80%,100%
"Port/Harbor Law Enforcement, Security | City of Los Angeles",8,7,0:04:43,3,66.67%,50%
Pre-Retirement Seminars | City of Los Angeles,8,8,0:01:11,5,60%,62.5%
Press Releases - The City of Los Angeles,8,3,0:00:15,1,0%,12.5%
Property Boundary Map Photocopy Service | City of Los Angeles,8,6,0:05:08,4,50%,50%
Property Division - LAPD | City of Los Angeles,8,6,0:09:46,6,50%,62.5%
Public Works and Gang Reduction Committee Meeting - CANCELLED | City of Los Angeles,8,6,0:02:00,2,50%,37.5%
PW/Adopt-A-Basket Program / Community Beautification | City of Los Angeles,8,7,0:06:56,7,42.86%,75%
PW/Personnel/Employee Relations/Sanitation | City of Los Angeles,8,8,0:00:35,0,0%,50%
Rapid Response Lay-Off Aversion Information | City of Los Angeles,8,8,0:01:13,5,60%,50%
Recreation and Parks | City of Los Angeles,8,7,0:00:36,5,20%,12.5%
Rent Stabilization Ordinance information - The City of Los Angeles,8,7,0:03:10,7,71.43%,75%
Reporting Streetlight Off/On Timing Problems | City of Los Angeles,8,8,0:01:04,4,100%,75%
Reporting unsafe conditions at street lighting construction sites | City of Los Angeles,8,8,0:00:00,7,100%,100%
Request for Fire Department Statistics | City of Los Angeles,8,7,0:00:22,6,80%,75%
Request Storm Drain Maintenance/Repair | City of Los Angeles,8,7,0:01:13,5,60%,37.5%
Schools & Churches Inspection | City of Los Angeles,8,8,0:01:51,6,66.67%,75%
Sepulveda Garden Center - The City of Los Angeles,8,8,0:00:00,8,100%,100%
Service Credit | City of Los Angeles,8,7,0:04:31,1,0%,12.5%
Sewer Capacity Availability Review and Clearance - The City of Los Angeles,8,7,0:00:27,2,50%,25%
Sewer Wye Map Maintenance - The City of Los Angeles,8,8,0:00:27,1,100%,25%
Sign-Offs of Conditions of Approval | City of Los Angeles,8,6,0:00:28,4,50%,50%
Stormwater Services | City of Los Angeles,8,7,0:05:22,3,66.67%,37.5%
Sun Valley Area NC_EXEC Board MTG Agenda_02.03.15 630PM | City of Los Angeles,8,6,0:00:10,1,0%,25%
Surviving Spouse Information | City of Los Angeles,8,6,0:00:44,1,0%,37.5%
Tobacco Enforcement Program | City of Los Angeles,8,8,0:03:15,4,50%,25%
Upcom,8,8,0:01:00,2,0%,12.5%
Utilities - The City of Los Angeles,8,6,0:00:09,0,0%,0%
Valentine's Day Concert | City of Los Angeles,8,7,0:00:26,1,100%,37.5%
Variance application (case) status | City of Los Angeles,8,7,0:01:19,0,0%,25%
Ville Gouvernement | Ville de Los Angeles,8,5,0:00:35,0,0%,25%
West Los Angeles NC Special Board PLUM Meeting Agenda 2-3-15 715PM | City of Los Angeles,8,6,0:00:10,0,0%,12.5%
_î_éã ___ã_µ_é_µ__ | ____ã-____Ç___µ_é_µã_µ,8,5,0:00:32,0,0%,0%
Administrative Information | City of Los Angeles,7,6,0:00:17,0,0%,0%
Airport Operations Crew (Part Time) | City of Los Angeles,7,7,0:01:40,4,75%,71.43%
Airport Services - The City of Los Angeles,7,4,0:01:40,0,0%,14.29%
"Ballet, Hip Hop, Piano, Gymnastics, Cheerleading, Karate, Zumba, Zumbastep (02/02/2015) | City of Los Angeles",7,7,0:00:19,0,0%,14.29%
"Ballet, Hip Hop, Piano, Gymnastics, Cheerleading, Karate, Zumba, Zumbastep (02/05/2015) | City of Los Angeles",7,7,0:00:15,0,0%,14.29%
"Ballet, Hip Hop, Piano, Gymnastics, Cheerleading, Karate, Zumba, Zumbastep (02/09/2015) | City of Los Angeles",7,7,0:00:14,1,100%,28.57%
Billing Inquiries/Payment Arrangements | City of Los Angeles,7,7,0:09:08,2,50%,28.57%
Board of Neighborhood Commissioners Meeting-Cancellation Notice | City of Los Angeles,7,4,0:00:15,1,100%,14.29%
Board of Neighborhood Commissioners Special Meeting Agenda | City of Los Angeles,7,4,0:03:45,0,0%,14.29%
Board of Police Commissioners | City of Los Angeles,7,6,0:01:01,6,50%,71.43%
CENTRAL HOLLYWOOD NEIGHBORHOOD COUNCIL PLANNING AND LAND USE COMMITTEE | City of Los Angeles,7,6,0:02:18,2,100%,42.86%
Chess Club - Kids & Teens | City of Los Angeles,7,6,0:01:01,4,75%,57.14%
Choose Health LA | City of Los Angeles,7,6,0:00:54,2,100%,42.86%
City Attorney | City of Los Angeles,7,7,0:00:17,0,0%,42.86%
Commission on Community & Family Services Regular Meeting Agenda | City of Los Angeles,7,5,0:00:55,0,0%,0%
Computer Comfort | City of Los Angeles,7,7,0:00:36,1,0%,14.29%
CRIMINALIST 2234 | City of Los Angeles,7,7,0:01:18,0,0%,57.14%
Customer Service Agent | City of Los Angeles,7,7,0:01:03,1,0%,28.57%
Damage to City Property - Billing and Collections | City of Los Angeles,7,5,0:02:29,3,33.33%,57.14%
DASH | City of Los Angeles,7,6,0:06:52,1,0%,28.57%
Disability Grievances or Complaints | City of Los Angeles,7,6,0:03:32,0,0%,28.57%
Dry Cleaners - Perchloroethylene Certification Program | City of Los Angeles,7,5,0:03:58,4,25%,42.86%
DVTF Gang/DV Nexus Committee Meeting Agenda | City of Los Angeles,7,4,0:00:26,1,100%,14.29%
Economic and Workforce Development | City of Los Angeles,7,7,0:02:10,0,0%,14.29%
ELF Storytime for Preschoolers / Hora de cuentos para nií±os en edad preescolar | City of Los Angeles,7,6,0:00:14,3,100%,57.14%
Energy Conservation | City of Los Angeles,7,7,0:00:21,3,100%,57.14%
Enviromental Planner | City of Los Angeles,7,7,0:00:28,0,0%,14.29%
FAQs - The City of Los Angeles,7,4,0:01:14,1,0%,0%
"February 04, 2015 - Commission Task Force on Concessions Agenda | City of Los Angeles",7,3,0:01:26,0,0%,14.29%
Food and Beverages -- LAX | City of Los Angeles,7,3,0:00:34,1,100%,28.57%
Greek Theatre | City of Los Angeles,7,7,0:00:39,5,80%,57.14%
Historic Sites and Museums | City of Los Angeles,7,7,0:00:36,0,0%,14.29%
Horticulture Gardens | City of Los Angeles,7,7,0:06:24,2,100%,42.86%
Inspection of Commercial Buildings | City of Los Angeles,7,7,0:00:54,3,100%,71.43%
Internal Audits & Inspections Division - LAPD | City of Los Angeles,7,7,0:00:00,6,100%,100%
Japanese Class for Beginners | City of Los Angeles,7,7,0:00:14,0,0%,14.29%
Jordan Downs Transformation Plan / Grant Award / Consolidated Plan Community Development Block Grant (CDBG) Allocation | City of Los Angeles,7,3,0:00:22,0,0%,0%
Kids Craft: Valentine's Day Cards | City of Los Angeles,7,7,0:00:00,7,100%,100%
LA Harbor Filming and Photography Permits | City of Los Angeles,7,6,0:05:23,5,80%,57.14%
LACERS Benefits Administration Committee/Special Meeting Agenda | City of Los Angeles,7,3,0:00:07,0,0%,0%
Lake Balboa NC Land Use Meeting Agenda 02-16-15 7PM | City of Los Angeles,7,5,0:04:12,2,50%,28.57%
LAX Substation - LAPD | City of Los Angeles,7,5,0:02:40,4,50%,57.14%
Los Angeles Police Protective League | City of Los Angeles,7,7,0:00:00,7,85.71%,100%
Make Valentine Cards for Family and Friends | City of Los Angeles,7,7,0:00:00,7,100%,100%
Mayors Resilience by Design / Dr. Lucy Jones / Science Advisor for Seismic Safety / U.S. Geological Survey / Report Overview | City of Los Angeles,7,6,0:00:42,0,0%,14.29%
Metropolitan Opera Performance | City of Los Angeles,7,7,0:00:32,1,100%,42.86%
Mission Area - LAPD | City of Los Angeles,7,7,0:00:59,7,85.71%,85.71%
Multi Family Bulky Item Fee | City of Los Angeles,7,5,0:10:56,1,100%,57.14%
No. Cal Special Inspector | City of Los Angeles,7,6,0:01:47,0,0%,28.57%
Operations Central Bureau - LAPD | City of Los Angeles,7,6,0:03:00,6,66.67%,85.71%
Operations West Bureau - LAPD | City of Los Angeles,7,7,0:10:05,6,83.33%,71.43%
Paramedic Service | City of Los Angeles,7,7,0:01:12,5,80%,85.71%
"Parcs, jardins, et Plages | Ville de Los Angeles",7,7,0:01:17,1,100%,42.86%
Parking Enforcement Officer Misconduct Complaints - The City of Los Angeles,7,7,0:03:12,1,100%,71.43%
Personne/Workplace Safety and Health | City of Los Angeles,7,5,0:01:35,0,0%,14.29%
Plastic Bag Ban City Ordinance | City of Los Angeles,7,7,0:01:01,1,100%,71.43%
Police Permits General Information - The City of Los Angeles,7,7,0:02:18,7,85.71%,85.71%
Police Relief Association | City of Los Angeles,7,7,0:00:31,7,57.14%,71.43%
Purchasing Extra-Capacity Tags | City of Los Angeles,7,7,0:02:40,4,50%,71.43%
Recreation - The City of Los Angeles,7,6,0:00:19,0,0%,0%
Report a Brush Hazard | City of Los Angeles,7,5,0:05:10,3,0%,71.43%
Request for Sand and Sandbags | City of Los Angeles,7,7,0:00:00,6,50%,100%
Residential Bill Information On Line | City of Los Angeles,7,5,0:00:32,1,100%,57.14%
Retirement Counseling | City of Los Angeles,7,7,0:00:36,0,0%,28.57%
SCORE-- LA | City of Los Angeles,7,7,0:00:36,0,0%,14.29%
Slight Modification request (case) filing | City of Los Angeles,7,6,0:01:22,5,40%,42.86%
STAR Volunteer Reader | City of Los Angeles,7,7,0:02:34,4,100%,85.71%
Street lighting projects advertised for bid | City of Los Angeles,7,6,0:01:29,4,50%,57.14%
Street Vending / Special Sidewalk Vending District Program | City of Los Angeles,7,6,0:01:19,0,0%,0%
Summer Food Service Program | City of Los Angeles,7,6,0:01:11,5,60%,85.71%
