Primary Street,Dir,Cross Street,Type,Dist,Count Date,Day,W/B,E/B,N/B,S/B,Total
BONSALLO AV ,AT,WASHINGTON BL,AUTO,CR,January 27 2011,THU,,,8563,7242,15805
BORDEN AV,AT,VAN NUYS BL,AUTO,CR,January 27 2011,THU,,,9632,7291,16923
BORDEN AV,AT,VAN NUYS BL,AUTO,CR,January 27 2011,THU,,,8899,8883,17782
BOWDOIN ST,W/O ,TEMESCAL CANYON RD,AUTO,CR,February 01 2011,TUE,,,12615,11069,23684
BOYLE AV,AT,SHORT ST,AUTO,CR,February 01 2011,TUE,,,11012,10936,21948
BRADDOCK DR,AT,LINDBLADE DR,AUTO,CR,February 01 2011,TUE,,,9729,8848,18577
BRADDOCK DR,AT,CENTINELA AV,AUTO,CR,February 01 2011,TUE,,,10891,11801,22692
BRADDOCK DR,E/O ,CULVER BL,AUTO,CR,February 01 2011,TUE,,,14528,9304,23832
BRADLEY AV,AT,VAN NUYS BL,AUTO,CR,February 02 2011,WED,,,9526,7455,16981
BRADLEY AV ,AT,VAN NUYS BL,AUTO,CR,February 02 2011,WED,,,10727,8616,19343
BRADLEY AV ,N/O,PAXTON,AUTO,CR,February 02 2011,WED,,,10603,11931,22534
BRANFORD ST,AT,AMBOY AV,AUTO,CR,February 03 2011,THU,,,9719,8516,18235
BRANFORD ST,AT,LAUREL CANYON BL,AUTO,CR,February 03 2011,THU,,,12670,13449,26119
BREED ST,AT,WHITTIER BL,AUTO,CR,February 03 2011,THU,,,8582,6893,15475
BRIER AV,AT,TEVIOT ST,MAN,HW,August 27 2013,TUE,444,515,0,0,959
BRIMFIELD AV,AT,ROSCOE BL,MAN,EV,May 30 2013,THU,0,0,750,0,750
BRIMFIELD AV,S/O,ROSCOE BL,AUTO,EV,May 30 2013,THU,0,0,1458,3316,4774
BROAD AV,AT,R ST,AUTO,SR,September 09 2013,MON,0,0,343,453,796
BROAD AV,AT,G ST,AUTO,SR,February 12 2014,WED,0,0,1539,1605,3144
BROAD AV,AT,M ST,AUTO,CR,February 08 2011,TUE,,,10937,9663,20600
BROADWAY,AT,69 th ST,AUTO,HW,June 22 2011,WED,,,249,427,676
BROADWAY,AT,92 nd ST,AUTO,SR,November 21 2011,MON,,,541,535,1076
BROADWAY,AT,65 th ST,MAN,HW,March 09 2011,WED,,,512,825,1337
BROADWAY,AT,JEFFERSON BL,MAN,CR,November 30 2011,WED,,,672,1335,2007
BROADWAY,AT,46 th ST,AUTO,WV,March 14 2011,MON,3396,3829,,,7225
BROADWAY,AT,42 nd ST,AUTO,WV,March 14 2011,MON,4338,4466,,,8804
BROADWAY,AT,47 th PL,AUTO,WV,March 14 2011,MON,5311,7568,,,12879
BROADWAY,AT,17 th ST,AUTO,SR,December 21 2011,WED,,,6907,6999,13906
BROADWAY,AT,WASHINGTON BL,AUTO,SR,January 04 2012,WED,,,7203,7341,14544
BROADWAY,AT,59 th ST,AUTO,CR,December 05 2011,MON,,,8248,6889,15137
BROADWAY,AT,59 th PL,AUTO,EV,December 19 2012,WED,6044,9486,0,0,15530
BROADWAY,A,56 th ST,AUTO,CR,December 02 2011,FRI,,,9292,6908,16200
BROADWAY,AT,39 th ST,AUTO,CR,December 05 2011,MON,,,8161,8315,16476
BROADWAY,AT,21 st ST,AUTO,CR,December 01 2011,THU,,,9637,7070,16707
BROADWAY,AT,31 st ST,AUTO,CR,December 01 2011,THU,,,10015,7306,17321
BROADWAY,AT,84 th ST,AUTO,CR,December 06 2011,TUE,,,10525,7022,17547
BROADWAY,AT,WASHINGTON BL,AUTO,CR,December 07 2011,WED,,,9417,8372,17789
BROADWAY,AT,23 rd ST,AUTO,SR,January 04 2012,WED,,,10130,7830,17960
BROADWAY,AT,12 th ST,AUTO,CR,December 13 2011,TUE,,,9308,8974,18282
BROADWAY,AT,47 th ST,AUTO,CR,December 02 2011,FRI,,,9670,8765,18435
BROADWAY,AT,MARTIN LUTHER KING BL,MAN,SR,November 09 2011,WED,,,10843,8089,18932
BROADWAY,AT,83 rd ST,AUTO,CR,December 06 2011,TUE,,,8900,10112,19012
BROADWAY,AT,OLYMPIC BL,AUTO,CR,December 16 2011,FRI,,,9611,9426,19037
BROADWAY,AT,9 th ST,AUTO,CR,December 13 2011,TUE,,,9267,9891,19158
BROADWAY,AT,77 th ST,AUTO,CR,December 06 2011,TUE,,,11578,8470,20048
BROADWAY,AT,ADAMS BL,AUTO,CR,December 07 2011,WED,,,12933,7783,20716
BROADWAY,AT,54 th ST,AUTO,CR,February 08 2011,TUE,,,10250,10782,21032
BROADWAY,AT,8 th ST,AUTO,CR,December 09 2011,FRI,,,10979,10340,21319
BROADWAY,AT,37 th ST,AUTO,CR,December 01 2011,THU,,,9095,12239,21334
BROADWAY,AT,MANCHESTER AV,AUTO,CR,December 08 2011,THU,,,11617,9723,21340
BROADWAY,AT,18 th ST,AUTO,CR,January 03 2012,TUE,,,8445,12943,21388
BROADWAY,AT,VERNON AV,AUTO,CR,December 07 2011,WED,,,12397,9118,21515
BROADWAY,AT,61 st ST,AUTO,EV,December 19 2012,WED,10917,11429,0,0,22346
BROADWAY,AT,68 th ST,AUTO,CR,December 05 2011,MON,,,13662,8797,22459
BROADWAY,AT,16 th ST,AUTO,CR,December 19 2011,MON,,,12569,10098,22667
BROADWAY,AT,102 nd ST,AUTO,CR,December 08 2011,THU,,,12157,10724,22881
BROADWAY,AT,FLORENCE AV,AUTO,CR,December 08 2011,THU,,,11693,11414,23107
BROADWAY,AT,43 rd ST,AUTO,CR,December 02 2011,FRI,,,9908,13303,23211
BROADWAY,AT,6 th ST,AUTO,CR,December 09 2011,FRI,,,13032,11135,24167
BROADWAY,AT,30 th ST,AUTO,SR,December 04 2012,TUE,,,11192,13866,25058
BROADWAY,AT,GAGE ST,AUTO,EV,December 12 2011,TUE,17523,8430,0,0,25953
BROADWAY,AT,54 th ST,AUTO,EV,May 19 2011,THU,12940,14201,,,27141
BROADWAY,AT,88 th ST,MAN,HW,March 29 2011,TUE,,,12058,15150,27208
BROADWAY,AT,7 th ST,AUTO,CR,December 09 2011,FRI,,,13107,16423,29530
BROADWAY,AT,76 th ST,AUTO,HW,February 01 2011,THU,,,15389,14859,30248
BROADWAY,AT,COLDEN AV,AUTO,HW,April 19 2011,TUE,,,13602,16813,30415
BROADWAY,AT,SLAUSON AV,AUTO,HW,April 20 2011,WED,,,14811,17740,32551
BROADWAY,AT,51 st ST,AUTO,EV,March 17 2011,THU,16591,19248,,,35839
BROADWAY ,BTWN,6 th ST AND 7 th ST,AUTO,CR,February 01 2014,SAT,0,0,0,7511,7511
BROADWAY ,BTWN,6 th ST AND 7 th ST,AUTO,CR,January 30 2014,THU,0,0,0,8462,8462
BROADWAY ,BTWN,6 th ST AND 7 th ST,AUTO,CR,January 29 2014,WED,0,0,0,8554,8554
BROADWAY ,BTWN,6 th ST AND 7 th ST,AUTO,CR,January 28 2014,TUE,0,0,0,8634,8634
BROADWAY ,BTWN,6 th ST AND 7 th ST,AUTO,CR,January 31 2014,FRI,0,0,0,9332,9332
BROADWAY ,BTWN,OLYMPIC BL AND 11 th ST,AUTO,CR,February 01 2014,SAT,0,0,6224,5517,11741
BROADWAY ,BTWN,OLYMPIC BL AND 11 th ST,AUTO,CR,January 29 2014,WED,0,0,7667,6602,14269
BROADWAY ,AT,102 nd ST,AUTO,SR,December 09 2013,MON,0,0,7374,6912,14286
BROADWAY ,BTWN,OLYMPIC BL AND 11 th ST,AUTO,CR,January 28 2014,TUE,0,0,7955,6338,14293
BROADWAY ,BTWN,8 th ST AND 9th ST,AUTO,CR,February 01 2014,SAT,0,0,8205,6680,14885
BROADWAY ,BTWN,OLYMPIC BL AND 11 th ST,AUTO,CR,January 30 2014,THU,0,0,8297,6657,14954
BROADWAY ,BTWN ,3 rd ST AND 4 th ST,AUTO,CR,February 01 2014,SAT,0,0,8863,6186,15049
BROADWAY ,BTWN,OLYMPIC BL AND 11 th ST,AUTO,CR,January 31 2014,FRI,0,0,8884,7139,16023
BROADWAY ,BTWN,8 th ST AND 9 th ST,AUTO,CR,January 28 2014,TUE,0,0,9198,6830,16028
BROADWAY ,BTWN,8 th ST AND 9 th ST,AUTO,CR,January 29 2014,WED,0,0,9125,7142,16267
BROADWAY ,BTWN,4 th ST AND 5 th ST,AUTO,CR,February 01 2014,SAT,0,0,9716,7107,16823
BROADWAY ,BTWN,8 th ST AND 9 th ST,AUTO,CR,January 30 2014,THU,0,0,9671,7171,16842
BROADWAY ,AT,90 th ST (SOUTH JOG) ,MAN,SR,August 07 2013,WED,0,0,10552,6585,17137
BROADWAY ,BTWN,3 rd ST AND 4 th ST,AUTO,CR,January 29 2014,WED,0,0,10146,7810,17956
BROADWAY ,BTWN,3 rd ST AND 4 th ST,AUTO,CR,January 28 2014,TUE,0,0,10458,7562,18020
BROADWAY ,BTWN,8 th ST AND 9 th ST,AUTO,CR,January 31 2014,FRI,0,0,10457,7856,18313
BROADWAY ,BTWN,3 rd ST AND 4 th ST,AUTO,CR,January 30 2014,THU,0,0,10712,7707,18419
BROADWAY ,BTWN,2nd ST AND 3rd ST,AUTO,CR,April 23 2014,WED,0,0,11519,7375,18894
BROADWAY ,BTWN,4 th ST AND 5 th ST,AUTO,CR,January 28 2014,TUE,0,0,10919,8128,19047
BROADWAY ,BTWN,4 th ST AND 5 th ST,AUTO,CR,January 29 2014,WED,0,0,10729,8456,19185
BROADWAY ,BTWN,3 rd ST AND 4 th ST,AUTO,CR,January 31 2014,FRI,0,0,11525,8546,20071
BROADWAY ,BTWN,4 th ST AND 5 th ST,AUTO,CR,January 30 2014,THU,0,0,11617,8594,20211
BROADWAY ,BTWN,4 th ST AND 5 th ST,AUTO,CR,January 31 2014,FRI,0,0,12311,9617,21928
BROADWAY ,AT,41 st ST,AUTO,CR,October 10 2013,TUE,0,0,12120,11003,23123
BROADWAY ,AT,90 th ST   (SOUTH JOG),MAN,SR,August 20 2013,TUE,0,0,13510,10349,23859
BROADWAY ,AT ,PICO BL,AUTO,HW,April 21 2011,THU,,,14304,17224,31528
BRONSON AV,AT,FOUNTAIN AV,MAN,HW,March 13 2014,THU,0,0,4583,3095,7678
BRONSON AV,AT,FERNWOOD AV,MAN,HW,,THU,0,0,3734,4406,8140
