Year,Period,Area,Unemployment Rate,Labor Force,Employment,Unemployment,Adjusted,Preliminary
2013,Jan,California,10.4%,18556500,16631900,1924600,Not Adj,Not Prelim
2013,Jan,Los Angeles County,10.9%,4891500,4357800,533800,Not Adj,Not Prelim
2013,Jan,Los Angeles City,12%,1915600,1684800,230800,Not Adj,Not Prelim
2013,Feb,California,9.699999999999999%,18648300,16835900,1812400,Not Adj,Not Prelim
2013,Feb,Los Angeles County,10.3%,4924000,4418000,506000,Not Adj,Not Prelim
2013,Feb,Los Angeles City,11.4%,1926900,1708100,218800,Not Adj,Not Prelim
2013,Mar,California,9.4%,18557800,16816800,1741000,Not Adj,Not Prelim
2013,Mar,Los Angeles County,9.9%,4895000,4409800,485200,Not Adj,Not Prelim
2013,Mar,Los Angeles City,11%,1914700,1704900,209800,Not Adj,Not Prelim
2013,Apr,California,8.5%,18524400,16944900,1579500,Not Adj,Not Prelim
2013,Apr,Los Angeles County,9.300000000000001%,4892700,4439400,453300,Not Adj,Not Prelim
2013,Apr,Los Angeles City,10.199999999999999%,1912300,1716300,196000,Not Adj,Not Prelim
2013,May,California,8.1%,18591100,17080100,1511000,Not Adj,Not Prelim
2013,May,Los Angeles County,9.199999999999999%,4924500,4469700,454800,Not Adj,Not Prelim
2013,May,Los Angeles City,10.199999999999999%,1924700,1728100,196600,Not Adj,Not Prelim
2013,Jun,California,8.9%,18694200,17038200,1656000,Not Adj,Not Prelim
2013,Jun,Los Angeles County,10.199999999999999%,4972400,4465600,506700,Not Adj,Not Prelim
2013,Jun,Los Angeles City,11.3%,1945600,1726500,219100,Not Adj,Not Prelim
2013,Jul,California,9.300000000000001%,18692400,16947100,1745300,Not Adj,Not Prelim
2013,Jul,Los Angeles County,10.8%,4991800,4451600,540100,Not Adj,Not Prelim
2013,Jul,Los Angeles City,11.9%,1954600,1721100,233500,Not Adj,Not Prelim
2013,Aug,California,8.800000000000001%,18655700,17005200,1650500,Not Adj,Not Prelim
2013,Aug,Los Angeles County,10.199999999999999%,4995500,4485800,509600,Not Adj,Not Prelim
2013,Aug,Los Angeles City,11.3%,1954600,1734300,220300,Not Adj,Not Prelim
2013,Sep,California,8.199999999999999%,18719000,17179000,1540100,Not Adj,Not Prelim
2013,Sep,Los Angeles County,9.300000000000001%,5033200,4562700,470500,Not Adj,Not Prelim
2013,Sep,Los Angeles City,10.3%,1967500,1764000,203400,Not Adj,Not Prelim
2013,Oct,California,8.300000000000001%,18574800,17025900,1548900,Not Adj,Not Prelim
2013,Oct,Los Angeles County,9.4%,4990700,4520200,470400,Not Adj,Not Prelim
2013,Oct,Los Angeles City,10.4%,1951000,1747600,203400,Not Adj,Not Prelim
2013,Nov,California,8.300000000000001%,18583100,17040900,1542200,Not Adj,Not Prelim
2013,Nov,Los Angeles County,9.4%,4972100,4506600,465500,Not Adj,Not Prelim
2013,Nov,Los Angeles City,10.4%,1943600,1742300,201300,Not Adj,Not Prelim
2013,Dec,California,7.9%,18503800,17037700,1466100,Not Adj,Prelim
2013,Dec,Los Angeles County,8.800000000000001%,4940200,4506400,433800,Not Adj,Prelim
2013,Dec,Los Angeles City,9.699999999999999%,1929800,1742300,187600,Not Adj,Prelim
2012,Jan,California,11.4%,18382600,16280200,2102400,Not Adj,Not Prelim
2012,Jan,Los Angeles County,11.9%,4881000,4300000,581000,Not Adj,Not Prelim
2012,Jan,Los Angeles City,13.1%,1913700,1662400,251200,Not Adj,Not Prelim
2012,Feb,California,11.3%,18474800,16391000,2083800,Not Adj,Not Prelim
2012,Feb,Los Angeles County,11.6%,4907200,4339100,568100,Not Adj,Not Prelim
2012,Feb,Los Angeles City,12.8%,1923200,1677600,245600,Not Adj,Not Prelim
2012,Mar,California,11.1%,18473100,16427700,2045400,Not Adj,Not Prelim
2012,Mar,Los Angeles County,11.2%,4886400,4337600,548900,Not Adj,Not Prelim
2012,Mar,Los Angeles City,12.4%,1914300,1677000,237300,Not Adj,Not Prelim
2012,Apr,California,10.3%,18373500,16483400,1890200,Not Adj,Not Prelim
2012,Apr,Los Angeles County,10.6%,4853100,4340800,512200,Not Adj,Not Prelim
2012,Apr,Los Angeles City,11.7%,1899700,1678200,221500,Not Adj,Not Prelim
2012,May,California,10.3%,18456400,16558100,1898300,Not Adj,Not Prelim
2012,May,Los Angeles County,10.8%,4869100,4344400,524700,Not Adj,Not Prelim
2012,May,Los Angeles City,11.9%,1906500,1679600,226900,Not Adj,Not Prelim
2012,Jun,California,10.7%,18521900,16538600,1983200,Not Adj,Not Prelim
2012,Jun,Los Angeles County,11.1%,4847700,4308800,538900,Not Adj,Not Prelim
2012,Jun,Los Angeles City,12.3%,1898900,1665900,233000,Not Adj,Not Prelim
2012,Jul,California,11%,18583300,16531700,2051600,Not Adj,Not Prelim
2012,Jul,Los Angeles County,11.9%,4889000,4307900,581100,Not Adj,Not Prelim
2012,Jul,Los Angeles City,13.1%,1916700,1665500,251200,Not Adj,Not Prelim
2012,Aug,California,10.5%,18507600,16555600,1952100,Not Adj,Not Prelim
2012,Aug,Los Angeles County,11.3%,4859300,4311200,548100,Not Adj,Not Prelim
2012,Aug,Los Angeles City,12.4%,1903800,1666800,237000,Not Adj,Not Prelim
2012,Sep,California,9.800000000000001%,18511700,16706600,1805100,Not Adj,Not Prelim
2012,Sep,Los Angeles County,10.4%,4871700,4365000,506700,Not Adj,Not Prelim
2012,Sep,Los Angeles City,11.5%,1906700,1687600,219100,Not Adj,Not Prelim
2012,Oct,California,9.800000000000001%,18602300,16780000,1822400,Not Adj,Not Prelim
2012,Oct,Los Angeles County,10.4%,4902400,4392900,509500,Not Adj,Not Prelim
2012,Oct,Los Angeles City,11.5%,1918700,1698400,220300,Not Adj,Not Prelim
2012,Nov,California,9.6%,18511100,16740200,1771000,Not Adj,Not Prelim
2012,Nov,Los Angeles County,10%,4892200,4404000,488200,Not Adj,Not Prelim
2012,Nov,Los Angeles City,11%,1913700,1702700,211100,Not Adj,Not Prelim
2012,Dec,California,9.800000000000001%,18540100,16731100,1809000,Not Adj,Not Prelim
2012,Dec,Los Angeles County,10.199999999999999%,4896900,4397000,499900,Not Adj,Not Prelim
2012,Dec,Los Angeles City,11.3%,1916100,1700000,216100,Not Adj,Not Prelim
2011,Jan,California,12.6%,18320200,16003500,2316800,Not Adj,Not Prelim
2011,Jan,Los Angeles County,12.8%,4930600,4298400,632300,Not Adj,Not Prelim
2011,Jan,Los Angeles City,14.1%,1935200,1661800,273400,Not Adj,Not Prelim
2011,Feb,California,12.3%,18333800,16079500,2254300,Not Adj,Not Prelim
2011,Feb,Los Angeles County,12.3%,4933900,4326900,607000,Not Adj,Not Prelim
2011,Feb,Los Angeles City,13.6%,1935300,1672800,262500,Not Adj,Not Prelim
2011,Mar,California,12.1%,18359500,16128900,2230600,Not Adj,Not Prelim
2011,Mar,Los Angeles County,12.1%,4925100,4328700,596400,Not Adj,Not Prelim
2011,Mar,Los Angeles City,13.4%,1931400,1673500,257900,Not Adj,Not Prelim
2011,Apr,California,11.5%,18306400,16194100,2112300,Not Adj,Not Prelim
2011,Apr,Los Angeles County,11.7%,4924400,4347500,576900,Not Adj,Not Prelim
2011,Apr,Los Angeles City,12.9%,1930300,1680800,249400,Not Adj,Not Prelim
2011,May,California,11.5%,18320800,16222100,2098700,Not Adj,Not Prelim
2011,May,Los Angeles County,12%,4911600,4324600,587000,Not Adj,Not Prelim
2011,May,Los Angeles City,13.2%,1925800,1672000,253800,Not Adj,Not Prelim
2011,Jun,California,12%,18379600,16165400,2214300,Not Adj,Not Prelim
2011,Jun,Los Angeles County,12.5%,4894000,4281900,612100,Not Adj,Not Prelim
2011,Jun,Los Angeles City,13.8%,1920100,1655500,264600,Not Adj,Not Prelim
2011,Jul,California,12.3%,18456300,16185000,2271400,Not Adj,Not Prelim
2011,Jul,Los Angeles County,13.2%,4930300,4279200,651100,Not Adj,Not Prelim
2011,Jul,Los Angeles City,14.5%,1935900,1654400,281500,Not Adj,Not Prelim
2011,Aug,California,12%,18477500,16267000,2210500,Not Adj,Not Prelim
2011,Aug,Los Angeles County,12.9%,4931500,4296500,635000,Not Adj,Not Prelim
2011,Aug,Los Angeles City,14.2%,1935600,1661100,274500,Not Adj,Not Prelim
2011,Sep,California,11.6%,18490300,16354100,2136300,Not Adj,Not Prelim
2011,Sep,Los Angeles County,12.5%,4947300,4331200,616100,Not Adj,Not Prelim
2011,Sep,Los Angeles City,13.7%,1940900,1674500,266400,Not Adj,Not Prelim
2011,Oct,California,11.3%,18502200,16404100,2098000,Not Adj,Not Prelim
2011,Oct,Los Angeles County,12.1%,4946700,4349800,597000,Not Adj,Not Prelim
2011,Oct,Los Angeles City,13.3%,1939800,1681700,258100,Not Adj,Not Prelim
2011,Nov,California,11%,18454800,16424800,2030000,Not Adj,Not Prelim
2011,Nov,Los Angeles County,11.6%,4927100,4356500,570600,Not Adj,Not Prelim
2011,Nov,Los Angeles City,12.8%,1931000,1684300,246700,Not Adj,Not Prelim
2011,Dec,California,11%,18452000,16418900,2033100,Not Adj,Not Prelim
2011,Dec,Los Angeles County,11.6%,4924100,4354900,569200,Not Adj,Not Prelim
2011,Dec,Los Angeles City,12.8%,1929800,1683700,246100,Not Adj,Not Prelim
2010,Jan,California,12.9%,18175700,15825700,2350100,Not Adj,Not Prelim
2010,Jan,Los Angeles County,12.8%,4855800,4232300,623500,Not Adj,Not Prelim
2010,Jan,Los Angeles City,14.1%,1905900,1636300,269600,Not Adj,Not Prelim
2010,Feb,California,12.8%,18236100,15904700,2331500,Not Adj,Not Prelim
2010,Feb,Los Angeles County,12.5%,4885600,4276400,609100,Not Adj,Not Prelim
2010,Feb,Los Angeles City,13.7%,1916700,1653300,263400,Not Adj,Not Prelim
2010,Mar,California,12.8%,18279200,15935800,2343400,Not Adj,Not Prelim
2010,Mar,Los Angeles County,12.5%,4890400,4280900,609500,Not Adj,Not Prelim
2010,Mar,Los Angeles City,13.7%,1918600,1655100,263500,Not Adj,Not Prelim
2010,Apr,California,12.1%,18330400,16106500,2223900,Not Adj,Not Prelim
2010,Apr,Los Angeles County,12.1%,4904800,4313400,591400,Not Adj,Not Prelim
2010,Apr,Los Angeles City,13.3%,1923300,1667700,255700,Not Adj,Not Prelim
2010,May,California,11.9%,18292500,16117800,2174700,Not Adj,Not Prelim
2010,May,Los Angeles County,12.2%,4885000,4291000,594000,Not Adj,Not Prelim
2010,May,Los Angeles City,13.4%,1915800,1659000,256800,Not Adj,Not Prelim
2010,Jun,California,12.2%,18315000,16083200,2231800,Not Adj,Not Prelim
2010,Jun,Los Angeles County,12.4%,4870700,4266600,604000,Not Adj,Not Prelim
2010,Jun,Los Angeles City,13.7%,1910700,1649600,261200,Not Adj,Not Prelim
2010,Jul,California,12.7%,18432500,16091400,2341100,Not Adj,Not Prelim
2010,Jul,Los Angeles County,13.3%,4934300,4277000,657300,Not Adj,Not Prelim
2010,Jul,Los Angeles City,14.7%,1937800,1653600,284200,Not Adj,Not Prelim
2010,Aug,California,12.5%,18447100,16149000,2298100,Not Adj,Not Prelim
2010,Aug,Los Angeles County,13.1%,4943400,4296800,646600,Not Adj,Not Prelim
2010,Aug,Los Angeles City,14.4%,1940800,1661200,279600,Not Adj,Not Prelim
2010,Sep,California,12%,18390200,16175900,2214300,Not Adj,Not Prelim
2010,Sep,Los Angeles County,12.6%,4946300,4325200,621100,Not Adj,Not Prelim
2010,Sep,Los Angeles City,13.8%,1940800,1672200,268500,Not Adj,Not Prelim
2010,Oct,California,12%,18351000,16149100,2201900,Not Adj,Not Prelim
2010,Oct,Los Angeles County,12.5%,4931200,4314700,616400,Not Adj,Not Prelim
2010,Oct,Los Angeles City,13.8%,1934700,1668200,266500,Not Adj,Not Prelim
2010,Nov,California,12.4%,18378000,16107800,2270200,Not Adj,Not Prelim
2010,Nov,Los Angeles County,12.7%,4948100,4320500,627600,Not Adj,Not Prelim
2010,Nov,Los Angeles City,14%,1941800,1670400,271400,Not Adj,Not Prelim
2010,Dec,California,12.1%,18338700,16115600,2223100,Not Adj,Not Prelim
2010,Dec,Los Angeles County,12.4%,4947100,4335400,611700,Not Adj,Not Prelim
2010,Dec,Los Angeles City,13.6%,1940600,1676200,264500,Not Adj,Not Prelim
2009,Jan,California,10.199999999999999%,18225900,16358800,1867000,Not Adj,Not Prelim
2009,Jan,Los Angeles County,10.6%,4924300,4401900,522400,Not Adj,Not Prelim
2009,Jan,Los Angeles City,11.7%,1927700,1701900,225900,Not Adj,Not Prelim
2009,Feb,California,10.6%,18270200,16327900,1942300,Not Adj,Not Prelim
2009,Feb,Los Angeles County,10.8%,4943100,4409900,533200,Not Adj,Not Prelim
2009,Feb,Los Angeles City,11.9%,1935500,1705000,230500,Not Adj,Not Prelim
2009,Mar,California,11%,18241500,16238400,2003100,Not Adj,Not Prelim
2009,Mar,Los Angeles County,11%,4926200,4383400,542700,Not Adj,Not Prelim
2009,Mar,Los Angeles City,12.2%,1929400,1694700,234700,Not Adj,Not Prelim
2009,Apr,California,10.5%,18196100,16285300,1910700,Not Adj,Not Prelim
2009,Apr,Los Angeles County,10.6%,4917300,4394300,523000,Not Adj,Not Prelim
2009,Apr,Los Angeles City,11.7%,1925100,1698900,226100,Not Adj,Not Prelim
2009,May,California,10.9%,18185900,16208500,1977400,Not Adj,Not Prelim
2009,May,Los Angeles County,11.2%,4908400,4357100,551300,Not Adj,Not Prelim
2009,May,Los Angeles City,12.4%,1922900,1684500,238400,Not Adj,Not Prelim
2009,Jun,California,11.5%,18275400,16168000,2107400,Not Adj,Not Prelim
2009,Jun,Los Angeles County,11.7%,4908500,4333300,575200,Not Adj,Not Prelim
2009,Jun,Los Angeles City,12.9%,1924000,1675300,248700,Not Adj,Not Prelim
2009,Jul,California,12%,18351300,16154700,2196500,Not Adj,Not Prelim
2009,Jul,Los Angeles County,12.5%,4941500,4321600,619900,Not Adj,Not Prelim
2009,Jul,Los Angeles City,13.8%,1938800,1670800,268000,Not Adj,Not Prelim
2009,Aug,California,11.8%,18269900,16106700,2163200,Not Adj,Not Prelim
2009,Aug,Los Angeles County,12.4%,4901700,4294000,607700,Not Adj,Not Prelim
2009,Aug,Los Angeles City,13.7%,1922900,1660200,262800,Not Adj,Not Prelim
2009,Sep,California,11.7%,18155600,16027700,2128000,Not Adj,Not Prelim
2009,Sep,Los Angeles County,12.2%,4876600,4279600,596900,Not Adj,Not Prelim
2009,Sep,Los Angeles City,13.5%,1912700,1654600,258100,Not Adj,Not Prelim
2009,Oct,California,11.9%,18166300,16007900,2158400,Not Adj,Not Prelim
2009,Oct,Los Angeles County,12.1%,4874800,4283400,591400,Not Adj,Not Prelim
2009,Oct,Los Angeles City,13.4%,1911800,1656000,255700,Not Adj,Not Prelim
2009,Nov,California,11.8%,18170700,16019200,2151600,Not Adj,Not Prelim
2009,Nov,Los Angeles County,11.8%,4886000,4309200,576800,Not Adj,Not Prelim
2009,Nov,Los Angeles City,13%,1915400,1666000,249400,Not Adj,Not Prelim
2009,Dec,California,12%,18079100,15909600,2169500,Not Adj,Not Prelim
2009,Dec,Los Angeles County,11.9%,4855200,4275800,579400,Not Adj,Not Prelim
2009,Dec,Los Angeles City,13.2%,1903600,1653100,250500,Not Adj,Not Prelim
2008,Jan,California,6.4%,18041700,16891400,1150200,Not Adj,Not Prelim
2008,Jan,Los Angeles County,6.2%,4899200,4597100,302100,Not Adj,Not Prelim
2008,Jan,Los Angeles City,6.8%,1908000,1777300,130600,Not Adj,Not Prelim
2008,Feb,California,6.2%,18023700,16908200,1115400,Not Adj,Not Prelim
2008,Feb,Los Angeles County,5.8%,4915100,4628000,287100,Not Adj,Not Prelim
2008,Feb,Los Angeles City,6.5%,1913400,1789300,124100,Not Adj,Not Prelim
2008,Mar,California,6.5%,18092300,16914900,1177300,Not Adj,Not Prelim
2008,Mar,Los Angeles County,6.2%,4923300,4619200,304100,Not Adj,Not Prelim
2008,Mar,Los Angeles City,6.9%,1917400,1785900,131500,Not Adj,Not Prelim
2008,Apr,California,6%,18071600,16987100,1084500,Not Adj,Not Prelim
2008,Apr,Los Angeles County,5.9%,4906500,4615000,291500,Not Adj,Not Prelim
2008,Apr,Los Angeles City,6.6%,1910300,1784200,126000,Not Adj,Not Prelim
2008,May,California,6.4%,18137200,16969700,1167500,Not Adj,Not Prelim
